city,state,singel_family
Rossville, TN,97.2%
Roswell, GA,98.5%
Roswell, NM,
Rote, PA,100.0%
Rothsay, MN,96.2%
Rothschild, WI,102.1%
Rothsville, PA,106.9%
Rotonda, FL,96.3%
Rotterdam, NY,103.1%
Rougemont, NC,101.1%
Rough & Ready, CA,
Round Hill Village, NV,
Round Hill, VA,99.6%
Round Lake Beach, IL,102.0%
Round Lake Heights, IL,102.9%
Round Lake Park, IL,97.8%
Round Lake, IL,99.5%
Round Lake, MN,
Round Lake, NY,104.6%
Round Mountain, CA,
Round Rock, TX,97.4%
Round Valley, AZ,
Rouse, CA,
Rouses Point, NY,100.0%
Rouseville, PA,
Route 7 Gateway, CT,
Rouzerville, PA,
Rover, AR,
Rowe, MA,
Rowe, NM,
Rowena, OR,
Rowesville, SC,100.0%
Rowland Heights, CA,99.9%
Rowland, NC,81.1%
Rowlesburg, WV,
Rowlett, TX,97.6%
Rowley, MA,
Roxana, IL,
Roxboro, NC,115.4%
Roxborough Park, CO,96.7%
Roxbury, KS,
Roxton, TX,
Roy, UT,99.9%
Roy, WA,
Royal Center, IN,95.7%
Royal City, WA,100.0%
Royal Hawaiian Estates, HI,98.3%
Royal Kunia, HI,101.1%
Royal Lakes, IL,
Royal Oak, MI,100.8%
Royal Palm Beach, FL,95.6%
Royal Palm Estates, FL,92.3%
Royal Pines, NC,87.7%
Royal, IA,
Royal, IL,
Royalston, MA,
Royalton, NY,101.1%
Royalton, PA,
Royer, PA,
Royersford, PA,110.4%
Royse City, TX,97.5%
Rubicon, WI,
Rubidoux, CA,100.7%
Ruby, MI,
Ruby, NY,
Ruch, OR,98.6%
Ruckersville, VA,99.0%
Rudolph, OH,
Rudolph, WI,
Rudy, AR,
Ruffin, NC,100.7%
Ruhenstroth, NV,95.8%
Ruidoso Downs, NM,
Ruidoso, NM,
Ruleville, MS,
Rumson, NJ,99.7%
Runaway Bay, TX,97.4%
Runnells, IA,98.0%
Runnemede, NJ,106.6%
Running Springs, CA,97.4%
Running Y Ranch, OR,100.0%
Runville, PA,
Rupert, ID,98.4%
Rupert, PA,
Rural Hall, NC,98.2%
Rural Hill, TN,98.8%
Rural Valley, PA,
Rush City, MN,100.8%
Rush Springs, OK,
Rush Valley, UT,
Rush, NY,116.4%
Rushford Village, MN,
Rushford, MN,100.0%
Rushmere, VA,94.5%
Rushmore, MN,
Rushsylvania, OH,
Rushville, MO,85.5%
Rushville, NY,
Rushville, OH,
Rusk, TX,
Ruskin, FL,99.1%
Russell Gardens, NY,
Russell, GA,
Russell, KY,97.1%
Russell, MA,
Russell, MN,94.5%
Russell, NY,
Russell, PA,
Russells Point, OH,84.3%
Russellton, PA,
Russellville, AR,97.5%
Russellville, IN,
Russellville, MO,
Russellville, OH,
Russellville, TN,
Russia, NY,
Russia, OH,
Russiaville, IN,98.0%
Rustburg, VA,97.3%
Ruston, LA,96.7%
Ruston, WA,102.2%
Ruth, NC,96.7%
Rutherford College, NC,
Rutherford, CA,
Rutherford, NJ,105.4%
Rutherford, PA,103.4%
Rutherford, TN,90.3%
Rutherfordton, NC,95.5%
Rutland, IL,
Rutland, MA,101.7%
Rutland, NY,100.0%
Rutland, VT,99.5%
Rutledge, GA,
Rutledge, PA,
Rutledge, TN,
Ryder, ND,
Ryderwood, WA,94.0%
Rye Brook, NY,102.4%
Rye, AZ,
Rye, CO,
Rye, NY,104.9%
Ryland Heights, KY,
Sabattus, ME,
Sabillasville, MD,
Sabina, OH,97.4%
Sabinal, TX,100.0%
Sachse, TX,98.0%
Sackets Harbor, NY,99.7%
Saco, ME,101.4%
Sacramento, CA,100.1%
Sacramento, KY,
Saddle Brook Township, NJ,104.1%
Saddle Ridge, CO,
Saddle River, NJ,90.8%
Saddle Rock Estates, NY,90.9%
Saddle Rock, NY,
Saddlebrooke, AZ,96.9%
Saddlebrooke, MO,
Sadieville, KY,
Sadler, TX,100.8%
Sadorus, IL,
Sadsburyville, PA,99.0%
Saegertown, PA,
Safety Harbor, FL,94.1%
Safford, AZ,99.5%
Sag Harbor, NY,98.1%
Sagamore, MA,98.9%
Sagaponack, NY,
Saginaw, MI,94.3%
Saginaw, MO,
Saginaw, TX,98.5%
Sahuarita, AZ,98.6%
Sail Harbor, CT,
Saks, AL,95.7%
Salado, AR,
Salado, TX,95.1%
Salamanca, NY,113.3%
Salcha, AK,100.0%
Salem Heights, OH,102.6%
Salem Lakes, WI,99.0%
Salem, AR,99.1%
Salem, GA,
Salem, IL,92.1%
Salem, IN,94.6%
Salem, KY,
Salem, MA,101.6%
Salem, NC,88.4%
Salem, NH,102.9%
Salem, NJ,98.6%
Salem, NY,
Salem, OH,99.1%
Salem, OR,99.5%
Salem, SC,96.6%
Salem, SD,93.0%
Salem, UT,100.4%
Salem, VA,100.3%
Salem, WV,81.9%
Salesville, AR,
Salesville, OH,
Salida del Sol Estates, TX,
Salida, CA,101.4%
Salina, KS,96.1%
Salina, NY,109.4%
Salinas, CA,99.9%
Saline, MI,99.0%
Salineville, OH,
Salisbury Center, NY,
Salisbury Mills, NY,
Salisbury, MA,99.9%
Salisbury, NC,97.3%
Salisbury, NY,100.0%
Salisbury, PA,
Salix, IA,
Salix, PA,
Salladasburg, PA,
Salley, SC,108.1%
Sallisaw, OK,95.9%
Salmon Brook, CT,103.3%
Salmon Creek, CA,
Salmon Creek, WA,98.8%
Salona, PA,
Salt Creek Commons, IN,100.0%
Salt Creek, CO,86.7%
Salt Lake City, UT,98.7%
Salt Lick, KY,64.4%
Salt Point, NY,
Salt Rock, WV,
Saltillo, MS,
Salton City, CA,92.4%
Salton Sea Beach, CA,
Saltsburg, PA,96.8%
Salunga, PA,
Salvo, NC,90.9%
Samak, UT,
Samburg, TN,
Sammamish, WA,100.2%
Sammons Point, IL,
Samoa, CA,100.0%
Samoset, FL,94.6%
Samson, AL,96.9%
Samsula-Spruce Creek, FL,94.1%
San Angelo, TX,
San Anselmo, CA,107.6%
San Antonio Heights, CA,99.8%
San Antonio, FL,98.7%
San Antonio, TX,96.8%
San Ardo, CA,
San Benito, TX,85.9%
San Bernardino, CA,100.5%
San Bruno, CA,107.2%
San Carlos Park, FL,97.1%
San Carlos, CA,106.4%
San Carlos, TX,
San Castle, FL,98.3%
San Clemente, CA,99.4%
San Cristobal, NM,
San Diego Country Estates, CA,99.8%
San Diego, CA,99.2%
San Diego, TX,83.6%
San Dimas, CA,99.2%
San Elizario, TX,100.0%
San Felipe, TX,
San Fernando, CA,100.9%
San Francisco, CA,111.3%
San Gabriel, CA,99.4%
San Geronimo, CA,100.0%
San Jacinto, CA,99.7%
San Joaquin Hills, CA,
San Joaquin, CA,110.5%
San Jose, CA,104.2%
San Jose, NM,
San Juan Bautista, CA,100.1%
San Juan Capistrano, CA,101.4%
San Juan, TX,96.9%
San Leandro, CA,104.8%
San Leanna, TX,
San Leon, TX,93.0%
San Lorenzo, CA,107.7%
San Lucas, CA,
San Luis Obispo, CA,100.2%
San Luis, AZ,99.2%
San Manuel, AZ,99.0%
San Mar, MD,
San Marcos, CA,99.4%
San Marcos, TX,97.2%
San Marine, OR,95.9%
San Marino, CA,106.4%
San Martin, CA,96.5%
San Mateo, CA,107.8%
San Miguel, CA,99.2%
San Miguel, NM,
San Pablo, CA,100.8%
San Pablo, NM,
San Pasqual, CA,103.7%
San Pedro, NM,
San Perlita, TX,
San Rafael, CA,101.5%
San Rafael, NM,
San Ramon, CA,99.5%
San Simon, AZ,
San Tan Valley, AZ,99.1%
San Ysidro, NM,
Sanatoga, PA,98.6%
Sanborn, NY,102.4%
Sanctuary, TX,
Sand City, CA,
Sand Hill, OK,
Sand Hill, PA,110.0%
Sand Lake, MI,106.3%
Sand Lake, NY,100.8%
Sand Point, OK,90.9%
Sand Ridge, NY,
Sand Springs, OK,98.1%
Sandborn, IN,
Sandia, TX,
Sandisfield, MA,98.7%
Sandoval, IL,100.0%
Sandpoint, ID,95.3%
Sands Point, NY,
Sandston, VA,97.9%
Sandusky, IA,
Sandusky, OH,98.4%
Sandwich, IL,100.6%
Sandwich, MA,100.6%
Sandy Creek, NC,96.7%
Sandy Creek, NY,
Sandy Hook, CT,101.7%
Sandy Hook, MD,
Sandy Hook, WI,94.8%
Sandy Lake, PA,
Sandy Level, VA,96.5%
Sandy Oaks, TX,98.0%
Sandy Ridge, PA,
Sandy Springs, GA,98.7%
Sandy Springs, SC,
Sandy Valley, NV,100.0%
Sandy, OR,99.8%
Sandy, UT,98.9%
Sandyville, IA,
Sandyville, OH,
Sanford, FL,98.7%
Sanford, ME,100.3%
Sanford, MI,102.6%
Sanford, NC,99.1%
Sanford, NY,90.2%
Sangaree, SC,100.2%
Sanger, CA,98.9%
Sanger, TX,99.8%
Sangerfield, NY,
Sanibel, FL,91.7%
Sankertown, PA,
Sans Souci, SC,98.3%
Sansom Park, TX,99.4%
Santa Ana, CA,100.2%
Santa Anna, TX,
Santa Barbara, CA,96.6%
Santa Clara, CA,107.6%
Santa Clara, NM,
Santa Clara, NY,95.8%
Santa Clara, OR,99.7%
Santa Clara, TX,
Santa Clara, UT,103.8%
Santa Clarita, CA,100.2%
Santa Claus, GA,
Santa Cruz, CA,102.2%
Santa Fe Foothills, NM,98.9%
Santa Fe Springs, CA,
Santa Fe, NM,97.7%
Santa Fe, TX,98.7%
Santa Margarita, CA,87.0%
Santa Maria, CA,101.3%
Santa Maria, TX,
Santa Monica, CA,104.1%
Santa Nella, CA,101.4%
Santa Paula, CA,99.2%
Santa Rita Ranch, TX,96.6%
Santa Rosa Valley, CA,95.2%
Santa Rosa, CA,100.0%
Santa Rosa, TX,
Santa Susana, CA,95.4%
Santa Teresa, NM,100.2%
Santa Venetia, CA,97.9%
Santa Ynez, CA,105.2%
Santaquin, UT,99.5%
Santee, CA,100.9%
Santee, SC,98.1%
Santo, TX,
Sappington, MO,105.0%
Sapulpa, OK,97.8%
Saraland, AL,98.9%
Saranac Lake, NY,105.2%
Saranac, MI,97.9%
Saranac, NY,99.4%
Saranap, CA,98.6%
Sarasota Springs, FL,97.7%
Sarasota, FL,94.6%
Saratoga Springs, NY,97.4%
Saratoga Springs, UT,99.2%
Saratoga, AR,
Saratoga, CA,105.3%
Saratoga, NC,101.3%
Saratoga, NY,102.2%
Sarcoxie, MO,
Sardinia, NY,93.6%
Sardinia, OH,98.9%
Sardis City, AL,97.3%
Sardis, AR,
Sardis, GA,97.6%
Sarepta, LA,100.0%
Sargent, TX,92.0%
Sartell, MN,100.2%
Satellite Beach, FL,97.6%
Saticoy, CA,98.3%
Satsop, WA,
Satsuma, AL,98.2%
Saucier, MS,
Saugatuck, CT,99.8%
Saugatuck, MI,97.1%
Saugerties South, NY,100.3%
Saugerties, NY,97.6%
Saugus, MA,101.5%
Sauk Centre, MN,98.0%
Sauk City, WI,98.8%
Sauk Rapids, MN,99.9%
Sauk Village, IL,99.8%
Saukville, WI,98.6%
Sault Ste Marie, MI,96.3%
Saunders Lake, OR,
Saunemin, IL,
Sausalito, CA,91.3%
Savage, MD,100.4%
Savage, MN,99.7%
Savanna, OK,
Savannah, GA,98.5%
Savannah, MO,101.5%
Savannah, NY,100.0%
Savannah, OH,
Savannah, TX,97.7%
Saverton, MO,
Savona, NY,
Savoy, IL,102.9%
Savoy, MA,
Savoy, TX,100.0%
Saw Creek, PA,91.2%
Sawgrass, FL,93.6%
Sawmills, NC,99.8%
Sawyer, ND,97.0%
Sawyerville, IL,
Sawyerwood, OH,101.7%
Saxapahaw, NC,101.8%
Saxman, AK,
Saxon, SC,86.7%
Saxonburg, PA,97.8%
Saybrook Manor, CT,101.3%
Saybrook-on-the-Lake, OH,89.3%
Saybrook, IL,
Saylorsburg, PA,
Saylorville, IA,95.1%
Sayre, OK,97.5%
Sayre, PA,99.6%
Sayreville, NJ,102.8%
Sayville, NY,102.4%
Scaggsville, MD,102.6%
Scalp Level, PA,
Scandia, MN,107.6%
Scappoose, OR,99.2%
Scarborough, ME,102.3%
Scarsdale, NY,106.1%
Scenic Oaks, TX,98.9%
Schaefferstown, PA,
Schaghticoke, NY,102.2%
Schall Circle, FL,91.1%
Schaumburg, IL,99.8%
Schenectady, NY,101.7%
Schenevus, NY,
Schererville, IN,97.7%
Schertz, TX,96.9%
Schiller Park, IL,97.5%
Schlusser, PA,109.5%
Schnecksville, PA,97.2%
Schneider, IN,95.2%
Schodack, NY,99.4%
Schoenchen, KS,
Schoeneck, PA,
Schofield Barracks, HI,
Schofield, WI,106.5%
Schoharie, NY,91.2%
Schoolcraft, MI,
Schriever, LA,104.4%
Schroeppel, NY,109.5%
Schubert, PA,
Schulter, OK,
Schuyler Falls, NY,100.0%
Schuyler Lake, NY,
Schuyler, VA,
Schuylerville, NY,104.6%
Schuylkill Haven, PA,101.6%
Schwenksville, PA,106.6%
Science Hill, KY,95.7%
Scio, OR,
Sciotodale, OH,
Scipio, IN,
Scipio, NY,92.5%
Scissors, TX,
Scituate, MA,110.9%
Scituate, RI,101.3%
Scofield, UT,
Scotch Meadows, NC,
Scotchtown, NY,100.9%
Scotia, CA,98.1%
Scotia, NY,100.8%
Scotland Neck, NC,84.4%
Scotland, PA,104.4%
Scotland, TX,
Scotsdale, MO,
Scott City, MO,99.8%
Scott, AR,
Scott, LA,98.7%
Scott, MS,
Scott, NY,
Scott, OH,
Scottdale, GA,97.3%
Scottdale, PA,90.0%
Scotts Corners, NY,
Scotts Mills, OR,
Scotts Valley, CA,94.0%
Scotts, MI,
Scottsbluff, NE,94.1%
Scottsboro, AL,99.0%
Scottsburg, IN,96.9%
Scottsdale, AZ,96.7%
Scottsmoor, FL,95.7%
Scottsville, KY,92.4%
Scottsville, NY,120.8%
Scottsville, TX,
Scottsville, VA,101.3%
Scottville, MI,97.8%
Scranton, KS,
Scranton, PA,99.1%
Scranton, SC,
Scraper, OK,
Screven, GA,
Scriba, NY,104.6%
Scribner, NE,98.7%
Scurry, TX,100.0%
Sea Breeze, NC,101.1%
Sea Bright, NJ,96.6%
Sea Cliff, NY,95.6%
Sea Girt, NJ,100.0%
Sea Isle City, NJ,90.1%
Sea Ranch Lakes, FL,
Sea Ranch, CA,96.8%
Seabeck, WA,98.7%
Seaboard, NC,
Seabrook Beach, NH,95.5%
Seabrook Farms, NJ,99.6%
Seabrook Island, SC,97.7%
Seabrook, MA,89.3%
Seabrook, MD,100.4%
Seabrook, SC,98.7%
Seabrook, TX,98.5%
Seacliff, CA,
Seadrift, TX,85.9%
Seaford, NY,103.7%
Seagoville, TX,98.8%
Seagrove, NC,
Seal Beach, CA,99.5%
Sealy, TX,98.1%
Searchlight, NV,
Searcy, AR,96.9%
Searingtown, NY,101.7%
Searles Valley, CA,100.2%
Searles, MN,
Seaside Heights, NJ,95.6%
Seaside Park, NJ,95.8%
Seaside, CA,102.9%
Seaside, OR,95.7%
Seat Pleasant, MD,98.6%
SeaTac, WA,100.8%
Seaton, IL,
Seatonville, IL,
Seattle, WA,100.9%
Seaview, HI,
Seaville, NJ,
Sebastian, FL,97.1%
Sebastian, TX,
Sebastopol, CA,98.2%
Sebring, FL,98.6%
Sebring, OH,94.6%
Secaucus, NJ,101.8%
Seco Mines, TX,
Seconsett Island, MA,94.7%
Secor, IL,
Secretary, MD,100.0%
Section, AL,
Security-Widefield, CO,
Sedalia, CO,
Sedalia, KY,105.7%
Sedalia, MO,99.3%
Sedalia, NC,
Sedco Hills, CA,
Sedgwick, KS,
Sedley, VA,
Sedona, AZ,96.3%
Sedro Woolley, WA,98.8%
Seekonk, MA,105.7%
Seeley Lake, MT,
Seeley, CA,
Seeley, NJ,
Seelyville, IN,
Seffner, FL,98.6%
Seguin, TX,98.1%
Seis Lagos, TX,
Sekiu, WA,93.8%
Selah, WA,99.9%
Selby-on-the-Bay, MD,90.7%
Selden, NY,103.4%
Seligman, AZ,91.6%
Selinsgrove, PA,98.0%
Sellersburg, IN,100.4%
Sellersville, PA,100.0%
Selma, AL,87.4%
Selma, CA,99.0%
Selma, IN,
Selma, NC,92.6%
Selma, OR,
Selma, TX,99.3%
Selmont-West Selmont, AL,
Seltzer, PA,
Seminole Manor, FL,
Seminole, FL,98.2%
Semmes, AL,97.1%
Sempronius, NY,
Sena, NM,
Senath, MO,
Senatobia, MS,96.7%
Seneca Falls, NY,107.3%
Seneca Gardens, KY,107.7%
Seneca Knolls, NY,
Seneca, IL,78.9%
Seneca, MO,
Seneca, NY,102.2%
Seneca, PA,88.1%
Seneca, SC,98.5%
Senecaville, OH,92.1%
Sennett, NY,99.5%
Senoia, GA,99.3%
Sequim, WA,98.5%
Sequoia Crest, CA,100.0%
Sequoyah, OK,
Serena, IL,
Serenada, TX,94.5%
Sereno del Mar, CA,
Sergeant Bluff, IA,98.4%
Setauket-East Setauket, NY,105.0%
Setauket, NY,104.1%
Seton Village, NM,
Seven Corners, VA,98.5%
Seven Devils, NC,96.7%
Seven Fields, PA,100.7%
Seven Hills, OH,101.2%
Seven Lakes, NC,97.0%
Seven Mile, OH,
Seven Points, TX,
Seven Trees, CA,
Seven Valleys, PA,104.6%
Seventh Mountain, OR,
Severance, CO,98.6%
Severn, MD,100.4%
Severn, NC,
Severna Park, MD,102.7%
Sevierville, TN,97.7%
Seville, CA,
Seville, FL,
Seville, OH,102.9%
Sewall's Point, FL,92.9%
Sewanee, TN,101.5%
Seward, NE,101.6%
Seward, NY,110.0%
Seward, OK,
Seward, PA,
Sewaren, NJ,106.0%
Sewell, NJ,100.4%
Sewickley Heights, PA,91.8%
Sewickley Hills, PA,100.0%
Sewickley, PA,101.3%
Seymour, IL,
Seymour, IN,99.0%
Seymour, MO,
Seymour, TN,96.7%
Seymour, WI,101.5%
Shabbona, IL,104.6%
Shackelford, CA,
Shackle Island, TN,99.3%
Shadeland, IN,100.9%
Shadow Lake, WA,96.6%
Shady Cove, OR,96.1%
Shady Dale, GA,
Shady Grove, OK,85.7%
Shady Hills, FL,93.5%
Shady Hollow, TX,93.0%
Shady Shores, TX,97.9%
Shady Side, MD,99.1%
Shadybrook, TX,
Shadyside, OH,97.8%
Shafer, MN,102.4%
Shaft, MD,
Shafter, CA,100.3%
Shaftsburg, MI,
Shaker Church, WA,100.8%
Shaker Heights, OH,99.7%
Shakopee, MN,100.0%
Shalimar, FL,100.0%
Shallotte, NC,98.1%
Shallowater, TX,
Shamokin Dam, PA,99.1%
Shamokin, PA,92.1%
Shandaken, NY,110.9%
Shandon, CA,
Shanksville, PA,
Shannon Hills, AR,97.7%
Shannon, GA,99.0%
Shannon, MS,
Shannondale, WV,96.6%
Shanor-Northvue, PA,96.2%
Shark River Hills, NJ,107.8%
Sharon Center, OH,96.5%
Sharon Hill, PA,
Sharon Springs, NY,
Sharon, CT,97.6%
Sharon, MA,98.9%
Sharon, NY,95.7%
Sharon, OK,
Sharon, PA,91.9%
Sharon, SC,93.4%
Sharon, TN,92.6%
Sharon, WI,
Sharonville, OH,100.9%
Sharpes, FL,98.6%
Sharpsburg, GA,98.3%
Sharpsburg, KY,
Sharpsburg, MD,
Sharpsburg, NC,98.6%
Sharpsburg, PA,
Sharpsville, PA,100.7%
Shartlesville, PA,
Shasta Lake, CA,96.2%
Shasta, CA,97.3%
Shattuck, OK,95.2%
Shavano Park, TX,98.2%
Shaver Lake, CA,96.0%
Shavertown, PA,83.7%
Shaw Heights, CO,100.7%
Shawangunk, NY,97.5%
Shawano, WI,102.7%
Shawnee Hills, OH,100.0%
Shawnee, KS,
Shawnee, OH,
Shawnee, OK,96.0%
Shawneeland, VA,101.5%
Shawneetown, MO,100.0%
Shawsville, VA,100.0%
Sheatown, PA,97.2%
Sheboygan Falls, WI,99.4%
Sheboygan, WI,101.0%
Shedd, OR,
Sheffield Lake, OH,101.5%
Sheffield, AL,91.1%
Sheffield, IL,60.0%
Sheffield, MA,95.6%
Sheffield, OH,95.9%
Sheffield, PA,100.1%
Shelburn, IN,
Shelburne Falls, MA,99.1%
Shelburne, MA,
Shelburne, VT,100.0%
Shelby, AL,
Shelby, IN,
Shelby, MS,
Shelby, NC,98.3%
Shelby, NY,100.9%
Shelby, OH,98.7%
Shelbyville, IN,98.5%
Shelbyville, KY,97.3%
Shelbyville, TN,97.2%
Sheldahl, IA,
Sheldon, SC,89.4%
Sheldon, TX,94.8%
Shell Point, SC,
Shell Ridge, CA,
Shelley, ID,
Shellsburg, IA,94.2%
Shelter Cove, CA,93.3%
Shelter Island Heights, NY,86.1%
Shelter Island, NY,88.9%
Shelton, CT,100.7%
Shelton, NE,91.9%
Shelton, WA,100.8%
Shenandoah Farms, VA,100.9%
Shenandoah Heights, PA,97.1%
Shenandoah Junction, WV,96.4%
Shenandoah Retreat, VA,
Shenandoah Shores, VA,100.8%
Shenandoah, LA,99.2%
Shenandoah, PA,83.6%
Shenandoah, TX,98.6%
Shenorock, NY,107.3%
Shepardsville, IN,
Shepherd, MI,105.4%
Shepherd, MT,
Shepherdstown, WV,
Shepherdsville, KY,100.3%
Sheppton, PA,
Sherando, VA,
Sherborn, MA,101.7%
Sherburn, MN,99.2%
Sheridan, AR,95.6%
Sheridan, CA,
Sheridan, CO,98.9%
Sheridan, IL,
Sheridan, IN,99.0%
Sheridan, MI,
Sheridan, NY,
Sheridan, OR,94.4%
Sheridan, WY,98.1%
Sherman, IL,102.2%
Sherman, MS,
Sherman, NY,95.3%
Sherman, SD,
Sherman, TX,96.2%
Sherrard, IL,
Sherrelwood, CO,99.8%
Sherrill, IA,
Sherrill, NY,94.1%
Sherrodsville, OH,
Sherwood Manor, CT,106.3%
Sherwood Shores, TX,92.8%
Sherwood, AR,97.7%
Sherwood, MI,
Sherwood, ND,
Sherwood, OH,99.0%
Sherwood, OR,99.8%
Sherwood, WI,92.5%
Shickshinny, PA,
Shidler, OK,
Shields, MI,99.1%
Shillington, PA,101.3%
Shiloh, AL,
Shiloh, IL,100.7%
Shiloh, NJ,
Shiloh, OH,100.0%
Shiloh, PA,105.6%
Shindler, SD,100.0%
Shingle Springs, CA,100.0%
Shingletown, CA,97.8%
Shinnecock Hills, NY,91.9%
Shinnston, WV,94.2%
Shiocton, WI,
Ship Bottom, NJ,94.0%
Shipman, IL,
Shipman, VA,
Shippensburg University, PA,
Shippensburg, PA,95.7%
Shippingport, PA,
Shiremanstown, PA,
Shirley, IL,
Shirley, IN,
Shirley, MA,103.4%
Shirley, NY,102.3%
Shively, KY,98.8%
Shoal Creek Drive, MO,
Shoal Creek Estates, MO,
Shoal Creek, AL,99.7%
Shoemakersville, PA,99.3%
Shokan, NY,100.1%
Shongaloo, LA,
Shopiere, WI,
Shoreacres, TX,96.8%
Shoreham, MI,
Shoreham, NY,92.4%
Shorehaven, NY,
Shoreline, WA,100.2%
Shoreview, MN,99.9%
Shorewood Forest, IN,97.8%
Shorewood Hills, WI,101.7%
Shorewood-Tower Hills-Harbert, MI,85.4%
Shorewood, IL,99.7%
Shorewood, MN,95.9%
Shorewood, WI,104.2%
Short Hills, NJ,104.7%
Short Pump, VA,101.2%
Shortsville, NY,113.0%
Shoshoni, WY,
Show Low, AZ,96.7%
Shreve, OH,
Shreveport, LA,95.9%
Shrewsbury, MA,102.9%
Shrewsbury, MO,101.7%
Shrewsbury, NJ,98.1%
Shrewsbury, PA,102.0%
Shrewsbury, WV,
Shrub Oak, NY,99.0%
Shubuta, MS,
Shueyville, IA,97.8%
Shumway, AZ,
Shumway, IL,
Shutesbury, MA,
Sibley, LA,
Sibley, MO,
Sicklerville, NJ,100.9%
Sidell, IL,89.1%
Sidman, PA,
Sidney, AR,
Sidney, IL,97.7%
Sidney, IN,91.7%
Sidney, OH,98.8%
Sienna Plantation, TX,96.8%
Sienna, TX,96.8%
Sierra Madre, CA,100.5%
Sierra Ridge, CO,99.1%
Sierra View, PA,102.3%
Sierra Village, CA,99.3%
Sierra Vista Southeast, AZ,93.7%
Sierra Vista, AZ,98.2%
Siesta Acres, TX,
Siesta Key, FL,94.1%
Siesta Shores, TX,
Siglerville, PA,115.3%
Signal Hill, CA,97.1%
Sikeston, MO,98.1%
Siler City, NC,96.1%
Siletz, OR,
Silex, MO,
Silkworth, PA,97.8%
Silo, OK,
Siloam Springs, AR,99.6%
Silsbee, TX,102.1%
Silt, CO,99.5%
Silvana, WA,
Silver City, IA,
Silver City, NC,
Silver City, NM,
Silver City, NV,
Silver Creek, MN,
Silver Creek, MO,
Silver Creek, NE,
Silver Creek, NY,100.9%
Silver Firs, WA,99.1%
Silver Grove, KY,103.3%
Silver Hill, MD,100.0%
Silver Lake, FL,98.0%
Silver Lake, IN,
Silver Lake, KS,
Silver Lake, MN,102.0%
Silver Lake, NC,97.5%
Silver Lake, NJ,98.7%
Silver Lake, OH,
Silver Lake, WI,100.8%
Silver Lakes, CA,100.9%
Silver Plume, CO,
Silver Ridge, NJ,99.2%
Silver Spring, MD,102.3%
Silver Springs Shores East, FL,99.7%
Silver Springs Shores, FL,97.8%
Silver Springs, FL,100.0%
Silver Springs, NV,
Silver Summit, UT,90.3%
Silverado Resort, CA,100.0%
Silverado, CA,
Silverdale, PA,
Silverdale, WA,100.0%
Silverhill, AL,
Silverstreet, SC,
Silverthorne, CO,96.6%
Silverton, OH,104.2%
Silverton, OR,99.7%
Silvis, IL,98.5%
Simi Valley, CA,100.5%
Simla, CO,97.6%
Simms, MT,
Simms, OK,
Simonton Lake, IN,95.8%
Simonton, TX,90.9%
Simpson, LA,
Simpson, NC,100.0%
Simpson, PA,
Simpsonville, KY,99.2%
Simpsonville, SC,98.9%
Sims, IN,100.0%
Sims, NC,100.0%
Simsboro, LA,
Simsbury Center, CT,112.7%
Sinclairville, NY,
Singac, NJ,106.4%
Singers Glen, VA,
Sinking Spring, PA,100.0%
Sioux City, IA,98.8%
Sioux Falls, SD,99.1%
Sioux Rapids, IA,
Sisco Heights, WA,100.9%
Sisquoc, CA,
Sissonville, WV,98.7%
Sisters, OR,98.1%
Six Mile Run, NJ,112.6%
Six Mile, SC,104.3%
Six Shooter Canyon, AZ,
Sixteen Mile Stand, OH,99.2%
Skaneateles, NY,97.3%
Skellytown, TX,
Skelp, PA,100.0%
Skiatook, OK,98.7%
Skidaway Island, GA,96.7%
Skidmore, MO,
Skidmore, TX,
Skillman, NJ,104.7%
Skippack, PA,98.5%
Skippers Corner, NC,99.8%
Skokie, IL,98.8%
Skwentna, AK,
Sky Lake, FL,98.4%
Sky Valley, CA,
Skykomish, WA,
Skyland Estates, VA,101.4%
Skyland, NV,
Skyline Acres, OH,97.7%
Skyline View, PA,99.1%
Skyline, AL,
Slabtown, PA,103.8%
Slatedale, PA,
Slater-Marietta, SC,
Slater, IA,98.3%
Slater, MO,
Slatington, PA,99.7%
Slaton, TX,
Slaughter, LA,
Slaughterville, OK,92.9%
Slayden, TN,
Sleepy Eye, MN,96.8%
Sleepy Hollow, CA,97.8%
Sleepy Hollow, IL,100.8%
Sleepy Hollow, NY,
Slick, OK,
Slickville, PA,
Slidell, LA,95.2%
Slinger, WI,99.0%
Slippery Rock, PA,97.4%
Sloan, IA,94.1%
Sloan, NY,112.2%
Sloatsburg, NY,105.0%
Slocomb, AL,89.0%
Slovan, PA,100.0%
Smackover, AR,93.6%
Smarr, GA,
Smartsville, CA,
Smethport, PA,91.9%
Smith Corner, CA,
Smith Mills, MA,105.2%
Smith River, CA,95.0%
Smith Valley, NV,99.2%
Smith Village, OK,
Smithers, WV,
Smithfield, IL,
Smithfield, NC,98.9%
Smithfield, NE,
Smithfield, NY,
Smithfield, OH,
Smithfield, PA,92.0%
Smithfield, RI,101.6%
Smithfield, UT,100.7%
Smithfield, VA,101.5%
Smithland, IA,
Smithland, KY,105.0%
Smiths Grove, KY,91.4%
Smiths Station, AL,96.3%
Smithsburg, MD,104.9%
Smithton, IL,99.9%
Smithton, MO,
Smithton, PA,
Smithtown, NC,
Smithtown, NY,102.8%
